date,district,actual_m3
2024-01-31,Усольский район,78.732256
2024-01-31,Черемховский район,52.210280
2024-01-31,Шелеховский район,48.631240
2024-01-31,Эхирит-Булагатский район,12.719177
2024-02-01,Аларский район,6.862927
2024-02-01,Ангарский ГО,164.228257
2024-02-01,Балаганский район,5.262376
2024-02-01,Баяндаевский район,9.712535
2024-02-01,Бодайбинский район,9.569046
2024-02-01,Боханский район,2.171849
2024-02-01,Жигаловский район,5.262910
2024-02-01,Заларинский район,10.402637
2024-02-01,Зиминский район,23.483187
2024-02-01,Иркутский район,115.326724
2024-02-01,Казачинско-Ленский район,8.491025
2024-02-01,Куйтунский район,8.199817
2024-02-01,Левый берег,302.285195
2024-02-01,МО Саянск,22.630363
2024-02-01,Осинский район,5.680740
2024-02-01,Правый берег,258.759687
2024-02-01,Слюдянский район,22.602988
2024-02-01,Тулунский район,35.729852
2024-02-01,Усольский район,72.181178
2024-02-01,Черемховский район,45.606082
2024-02-01,Шелеховский район,42.469190
2024-02-01,Эхирит-Булагатский район,13.535222
2024-02-02,Аларский район,7.024209
2024-02-02,Ангарский ГО,199.071035
2024-02-02,Балаганский район,3.765479
2024-02-02,Баяндаевский район,11.725277
2024-02-02,Бодайбинский район,6.178424
2024-02-02,Боханский район,5.158943
2024-02-02,Жигаловский район,5.452309
2024-02-02,Заларинский район,8.888723
2024-02-02,Зиминский район,27.152761
2024-02-02,Иркутский район,148.503642
2024-02-02,Казачинско-Ленский район,7.778496
2024-02-02,Качугский район,6.506203
2024-02-02,Куйтунский район,4.228834
2024-02-02,Левый берег,316.463584
2024-02-02,МО Саянск,29.226280
2024-02-02,Нукутский район,6.992234
2024-02-02,Осинский район,9.751503
2024-02-02,Правый берег,293.462004
2024-02-02,Слюдянский район,28.161161
2024-02-02,Тулунский район,40.871230
2024-02-02,Усольский район,82.161486
2024-02-02,Черемховский район,49.881431
2024-02-02,Шелеховский район,49.763127
2024-02-02,Эхирит-Булагатский район,16.467727
2024-02-03,Аларский район,1.492717
2024-02-03,Ангарский ГО,97.087641
2024-02-03,Баяндаевский район,7.888136
2024-02-03,Бодайбинский район,9.751628
2024-02-03,Боханский район,1.290635
2024-02-03,Заларинский район,9.066684
2024-02-03,Зиминский район,24.401152
2024-02-03,Иркутский район,120.953069
2024-02-03,Казачинско-Ленский район,9.116178
2024-02-03,Качугский район,2.400998
2024-02-03,Куйтунский район,3.346766
2024-02-03,Левый берег,297.262594
2024-02-03,МО Саянск,18.113290
2024-02-03,Нукутский район,5.626003
2024-02-03,Ольхонский район,3.945380
2024-02-03,Осинский район,5.021419
2024-02-03,Правый берег,252.243550
2024-02-03,Слюдянский район,22.618107
2024-02-03,Тулунский район,39.618739
2024-02-03,Усольский район,63.419899
2024-02-03,Усть-Удинский район,5.752763
2024-02-03,Черемховский район,38.817748
2024-02-03,Шелеховский район,38.562700
2024-02-03,Эхирит-Булагатский район,10.474072
2024-02-04,Аларский район,5.325638
2024-02-04,Ангарский ГО,98.560207
2024-02-04,Бодайбинский район,7.294975
2024-02-04,Боханский район,9.690451
2024-02-04,Заларинский район,1.286065
2024-02-04,Зиминский район,24.973404
2024-02-04,Иркутский район,150.508975
2024-02-04,Казачинско-Ленский район,11.316206
2024-02-04,Куйтунский район,4.418465
2024-02-04,Левый берег,290.480586
2024-02-04,МО Саянск,21.643910
2024-02-04,Осинский район,4.272396
2024-02-04,Правый берег,249.617883
2024-02-04,Слюдянский район,20.185382
2024-02-04,Тулунский район,35.089437
2024-02-04,Усольский район,65.810613
2024-02-04,Черемховский район,28.459662
2024-02-04,Шелеховский район,54.185821
2024-02-04,Эхирит-Булагатский район,12.215453
2024-02-05,Аларский район,8.843905
2024-02-05,Ангарский ГО,181.855664
2024-02-05,Балаганский район,2.975720
2024-02-05,Баяндаевский район,12.936109
2024-02-05,Бодайбинский район,11.318172
2024-02-05,Боханский район,6.070428
2024-02-05,Жигаловский район,6.317776
2024-02-05,Заларинский район,9.925456
2024-02-05,Зиминский район,30.980801
2024-02-05,Иркутский район,179.627866
2024-02-05,Казачинско-Ленский район,8.284352
2024-02-05,Качугский район,5.846124
2024-02-05,Куйтунский район,4.148646
2024-02-05,Левый берег,352.260441
2024-02-05,МО Саянск,27.592811
2024-02-05,Нукутский район,9.923055
2024-02-05,Ольхонский район,7.992032
2024-02-05,Осинский район,7.950537
2024-02-05,Правый берег,286.968399
2024-02-05,Слюдянский район,30.965481
2024-02-05,Тулунский район,46.367622
2024-02-05,Усольский район,91.927185
2024-02-05,Усть-Удинский район,1.683059
2024-02-05,Черемховский район,36.283762
2024-02-05,Шелеховский район,54.583137
2024-02-05,Эхирит-Булагатский район,16.812943
2024-02-06,Аларский район,8.868172
2024-02-06,Ангарский ГО,171.001647
2024-02-06,Баяндаевский район,11.437292
2024-02-06,Бодайбинский район,9.258569
2024-02-06,Боханский район,4.436568
2024-02-06,Жигаловский район,5.733463
2024-02-06,Заларинский район,11.201531
2024-02-06,Зиминский район,28.991329
2024-02-06,Иркутский район,134.585668
2024-02-06,Казачинско-Ленский район,13.621481
2024-02-06,Куйтунский район,5.828250
2024-02-06,Левый берег,316.382297
2024-02-06,МО Саянск,20.410739
2024-02-06,Нукутский район,1.072734
2024-02-06,Осинский район,5.774110
2024-02-06,Правый берег,265.725062
2024-02-06,Слюдянский район,21.477793
2024-02-06,Тулунский район,37.908526
2024-02-06,Усольский район,85.958420
2024-02-06,Усть-Удинский район,7.721766
2024-02-06,Черемховский район,37.326733
2024-02-06,Шелеховский район,43.839248
2024-02-06,Эхирит-Булагатский район,19.974712
2024-02-07,Аларский район,4.843625
2024-02-07,Ангарский ГО,154.746823
2024-02-07,Балаганский район,4.167700
2024-02-07,Баяндаевский район,14.240859
2024-02-07,Бодайбинский район,8.292804
2024-02-07,Жигаловский район,5.615858
2024-02-07,Заларинский район,14.992723
2024-02-07,Зиминский район,28.759776
2024-02-07,Иркутский район,142.814342
2024-02-07,Казачинско-Ленский район,12.841889
